Specialty,Day,BedsAvailable,BedsUsed
2,1,5,5
2,2,5,5
2,3,5,5
2,4,5,5
2,5,5,5
2,6,5,5
2,7,5,5
3,1,28,19
3,2,28,28
3,3,28,28
3,4,28,28
3,5,28,28
3,6,28,28
3,7,28,28
1,1,15,3
1,2,15,3
1,3,15,3
1,4,15,5
1,5,15,5
1,6,15,5
1,7,15,5
4,1,20,11
4,2,20,11
4,3,20,11
4,4,20,11
4,5,20,11
4,6,20,11
4,7,20,11
2,-7,0,0
2,-6,0,0
2,-5,0,0
2,-4,0,0
2,-3,0,0
2,-2,0,0
2,-1,0,0
3,-7,11,0
3,-6,1,0
3,-5,1,0
3,-4,1,0
3,-3,1,0
3,-2,1,0
3,-1,1,1
1,-7,15,0
1,-6,15,0
1,-5,15,0
1,-4,15,0
1,-3,15,0
1,-2,15,0
1,-1,15,0
4,-7,11,0
4,-6,11,0
4,-5,11,5
4,-4,11,8
4,-3,11,8
4,-2,11,10
4,-1,11,11
