Specialty,Day,BedsAvailable,BedsUsed
2,1,5,5
2,2,5,5
2,3,5,5
2,4,5,5
2,5,5,5
2,6,5,5
2,7,5,5
3,1,28,17
3,2,28,28
3,3,28,28
3,4,28,28
3,5,28,28
3,6,28,28
3,7,28,28
1,1,15,0
1,2,15,0
1,3,15,0
1,4,15,4
1,5,15,4
1,6,15,4
1,7,15,4
4,1,20,10
4,2,20,10
4,3,20,10
4,4,20,10
4,5,20,10
4,6,20,10
4,7,20,10
2,-7,0,0
2,-6,0,0
2,-5,0,0
2,-4,0,0
2,-3,0,0
2,-2,0,0
2,-1,0,0
3,-7,11,0
3,-6,2,0
3,-5,2,0
3,-4,2,0
3,-3,2,0
3,-2,2,0
3,-1,2,2
1,-7,7,0
1,-6,7,0
1,-5,7,0
1,-4,4,0
1,-3,4,0
1,-2,4,0
1,-1,4,0
4,-7,10,0
4,-6,10,0
4,-5,10,6
4,-4,10,8
4,-3,10,8
4,-2,10,9
4,-1,10,10
